,Client_Name,Client_Description,Revenue,Expenses,Total_Assets,Total_Liabilities,Operating_Cash_Flow,Investments,Debt,Industry,Profit,Equity
2352,Zenith Group,Operations in technology,232114.81,1099211.09,5387384.4,821941.16,1051887.25,2088207.37,603043.9,Retail,-867096.28,4565443.24
2353,Tech Holdings,Operations in finance,1975139.6580000003,282414.88,454806.58,2778185.53,284300.62,2704617.3,2822607.108,Retail,1692724.7780000004,-2323378.9499999997
2354,Quantum Holdings,Operations in retail,3910387.74,2906759.03,7930492.0540000005,2158277.36,1737300.18,1937953.82,3166318.81,Finance,1003628.7100000004,5772214.694
2355,Dynamic Motors,Operations in technology,3059135.23,2788815.7,7090726.28,1051280.7,1887782.89,2225529.78,2917143.06,Manufacturing,270319.5299999998,6039445.58
2356,Alpha Holdings,Operations in manufacturing,3021902.98,2009332.77,4275970.2,1618223.8,1014536.224,2951665.55,3166245.31,Retail,1012570.21,2657746.4000000004
2357,Global Motors,Operations in finance,4585216.19,2751827.54,6192672.220000001,488436.81,877849.19,576426.41,1886893.07,Manufacturing,1833388.6500000004,5704235.410000001
2358,Global Systems,Operations in healthcare,3211613.05,1868823.48,4555347.308,1025238.19,394636.18,375285.54,4229716.01,Healthcare,1342789.5699999998,3530109.1180000002
2359,Green Corp,Operations in retail,1627451.23,2015100.06,4890270.13,1165933.65,1751415.66,2306797.02,4608240.87,Healthcare,-387648.8300000001,3724336.48
2360,Future Group,Operations in retail,3652761.79,767463.66,9618229.4,797581.42,890214.88,348574.48,3865966.37,Finance,2885298.13,8820647.98
2361,Innovative Solutions,Operations in retail,3551166.68,657335.06,8938278.45,3015654.74,36975.25,1526037.92,2552941.77,Technology,2893831.62,5922623.709999999
2362,Dynamic Solutions,Operations in finance,1911206.1,1135572.14,1056008.2,3292520.47,95392.62,1109101.9,1660313.84,Technology,775633.9600000002,-2236512.2700000005
2363,Green Corp,Operations in manufacturing,659490.55,1083578.92,5940148.65,1241685.17,670790.49,2611357.22,2506531.54,Finance,-424088.3699999999,4698463.48
2364,Pinnacle Corp,Operations in manufacturing,3479510.47,837256.06,5336711.9,230628.14,463274.29,1398463.19,4546708.88,Healthcare,2642254.41,5106083.760000001
2365,Innovative Holdings,Operations in manufacturing,1626074.33,1508672.8239999998,9728831.69,4065241.4,599492.83,712603.9280000001,1614335.43,Manufacturing,117401.50600000028,5663590.289999999
2366,Innovative Corp,Operations in healthcare,601996.06,194208.98,682455.04,4155928.21,952298.53,1300188.04,2289304.822,Finance,407787.0800000001,-3473473.17
2367,Green Technologies,Operations in finance,4553674.14,2516443.67,7846169.16,276195.67,1170360.54,1823509.1,1397858.26,Technology,2037230.4699999997,7569973.49
2368,Green Holdings,Operations in retail,3583805.59,448346.5,5502464.9,869936.82,816501.18,1552770.85,815255.4,Finance,3135459.09,4632528.08
2369,Dynamic Motors,Operations in finance,3301039.24,2818727.36,7308884.32,847895.73,373153.11,2683885.86,4481467.77,Manufacturing,482311.88000000035,6460988.59
2370,Global Holdings,Operations in healthcare,1066080.41,754263.82,5323849.98,3516191.85,1405390.49,2422893.77,2268582.81,Technology,311816.58999999997,1807658.1300000004
2371,Tech Corp,Operations in technology,3674235.48,1022066.918,4827765.78,4533188.92,1346031.47,1807018.4679999999,3432544.62,Manufacturing,2652168.562,294576.86000000034
2372,Quantum Logistics,Operations in finance,4359057.26,437968.92,2102342.38,2705343.96,808590.62,967537.5879999999,1689783.68,Finance,3921088.34,-603001.5800000001
2373,Green International,Operations in manufacturing,1418989.04,1025310.9760000001,4923292.06,1368204.69,293697.24,1573639.164,1922215.52,Finance,393678.0639999999,3555087.3699999996
2374,Zenith Group,Operations in finance,368707.56,2443094.39,4990341.220000001,3671420.84,1476016.22,1546624.39,2296980.83,Technology,-2074386.83,1318920.3800000008
2375,Green Corp,Operations in retail,2672140.1659999997,2892122.93,6198622.88,1175622.41,1622863.29,1162313.01,1616734.98,Technology,-219982.76400000043,5023000.47
2376,Green Logistics,Operations in healthcare,1229454.44,1539610.9,9410044.67,2050604.57,926221.45,2206886.47,3051356.33,Retail,-310156.45999999996,7359440.1
2377,Future Technologies,Operations in finance,4434089.75,1630922.73,970862.43,1940530.3,1081860.0,94707.49,584198.83,Technology,2803167.02,-969667.87
2378,Dynamic Motors,Operations in technology,2322428.92,1941991.334,6771478.71,779493.74,452242.12,1727482.754,3723233.03,Healthcare,380437.5859999999,5991984.97
2379,Alpha Group,Operations in technology,2986912.57,564461.97,6490270.790000001,2491222.458,557848.7,2872954.0,1845932.19,Manufacturing,2422450.5999999996,3999048.332000001
2380,Alpha Logistics,Operations in technology,2591154.66,2980703.22,9139887.05,1908220.96,170989.81,501567.86,1849880.4780000001,Finance,-389548.56000000006,7231666.090000001
2381,Innovative Motors,Operations in technology,1139850.48,2261506.47,3781913.31,2846957.2299999995,436023.72,914948.46,2372785.21,Manufacturing,-1121655.9900000002,934956.0800000005
2382,Tech Logistics,Operations in finance,2439232.41,446919.19,4556746.65,668393.68,1005057.7699999999,2003555.7,2775371.6,Finance,1992313.2200000002,3888352.97
2383,Quantum Motors,Operations in retail,1533307.25,2125868.88,4566308.46,1195451.16,1044982.91,1898346.23,1886498.75,Technology,-592561.6299999999,3370857.3
2384,Innovative International,Operations in retail,1644393.228,2720522.88,7964536.762,4340079.15,527845.51,1904224.39,2347932.27,Manufacturing,-1076129.652,3624457.6119999997
2385,Green International,Operations in finance,4113388.19,2904166.11,1413370.63,2548063.28,1150757.37,2171089.91,3900149.01,Finance,1209222.08,-1134692.65
2386,Global Enterprises,Operations in retail,2197127.01,707191.02,2883091.85,2415644.556,1438633.57,1733014.8079999997,1981503.47,Technology,1489935.9899999998,467447.2940000002
2387,Tech Group,Operations in healthcare,4990747.49,445217.14,6090119.036,1847574.1579999998,1206185.28,247545.81,2593536.05,Healthcare,4545530.350000001,4242544.8780000005
2388,Global Holdings,Operations in technology,3390297.86,1539414.47,7478810.03,1854812.6,1366558.0,60832.25,2445558.78,Healthcare,1850883.39,5623997.43
2389,Quantum Corp,Operations in technology,144577.13,2471043.76,1198507.28,885511.7,1658771.16,1333489.6,3441128.2,Finance,-2326466.63,312995.5800000001
2390,Dynamic Logistics,Operations in technology,4334266.23,2909124.08,8129919.7,4230080.8,1015069.19,2513776.23,951376.07,Manufacturing,1425142.1500000004,3899838.9000000004
2391,Quantum Technologies,Operations in retail,3313362.55,524163.82,1358660.2,2408491.75,411757.16,2593113.88,4280448.36,Manufacturing,2789198.73,-1049831.55
2392,Tech Technologies,Operations in technology,1262666.39,1002249.32,4983488.17,2029148.1,1539663.04,589025.72,2253459.84,Healthcare,260417.06999999995,2954340.07
2393,Dynamic Technologies,Operations in retail,2429730.9359999998,400582.24,6053883.93,1326503.31,440732.35,2259418.05,4245347.17,Healthcare,2029148.6959999998,4727380.619999999
2394,Global Corp,Operations in retail,4187976.05,2258887.25,8264630.75,164951.41,1577469.85,795669.51,248079.29,Technology,1929088.7999999998,8099679.34
2395,Dynamic Motors,Operations in retail,1137563.04,2129716.72,4853327.909999999,2893100.0919999997,220158.58,2888970.38,2755091.68,Manufacturing,-992153.6800000002,1960227.8179999995
2396,Quantum Solutions,Operations in technology,475656.22,2104523.13,2162937.44,2522512.768,1109680.94,791168.73,248088.53,Technology,-1628866.91,-359575.3280000002
2397,Future Holdings,Operations in finance,2704816.91,1556024.622,7346698.91,1704420.51,1168672.54,1918606.208,3927966.73,Finance,1148792.2880000002,5642278.4
2398,Global Technologies,Operations in technology,2958948.266,2289294.76,4190961.48,1069328.94,694901.604,1339511.48,2840665.04,Finance,669653.506,3121632.54
2399,Green International,Operations in retail,537632.23,2306533.77,4613485.9,1482999.49,1284690.66,1890343.97,2137725.13,Finance,-1768901.54,3130486.41
2400,Alpha Motors,Operations in retail,1415249.51,875282.02,9080594.45,1075553.76,1549076.58,489902.89,4708252.76,Healthcare,539967.49,8005040.6899999995
2401,Dynamic Solutions,Operations in manufacturing,4562261.51,2121847.28,1616200.06,4618169.58,1048190.89,2696745.43,3677258.05,Technology,2440414.23,-3001969.52
2402,Alpha International,Operations in retail,1787086.75,2918741.72,5732983.36,4645382.51,1112991.38,2333019.68,572128.55,Technology,-1131654.9700000002,1087600.8500000006
2403,Global Logistics,Operations in manufacturing,2947081.73,1850485.8,4303915.12,3901122.6760000004,594432.1,1570201.04,1853894.03,Retail,1096595.93,402792.44399999967
2404,Pinnacle Technologies,Operations in manufacturing,3131043.6840000004,1587387.49,5948378.23,68854.31,1486560.45,17563.99,2551255.28,Finance,1543656.1940000004,5879523.920000001
2405,Innovative Enterprises,Operations in retail,2639850.82,2015405.32,3606030.93,2281276.99,1146908.38,2799004.75,1177807.11,Finance,624445.4999999998,1324753.94
2406,Tech Systems,Operations in manufacturing,919580.71,2216178.49,120395.95,4019487.99,38222.6,926305.474,233452.23,Healthcare,-1296597.7800000003,-3899092.04
2407,Green Enterprises,Operations in retail,1718833.83,2454872.45,7999434.07,520829.6,108990.27,1650747.97,2969594.12,Finance,-736038.6200000001,7478604.470000001
2408,Green Systems,Operations in healthcare,1999016.8539999998,1908954.25,3857757.282,4404612.16,1534986.02,1092511.03,4227079.39,Healthcare,90062.60399999982,-546854.878
2409,Alpha Enterprises,Operations in manufacturing,521316.37,2969595.83,1082799.36,1785727.06,951170.89,376069.16,2961827.376,Healthcare,-2448279.46,-702927.7
2410,Future International,Operations in healthcare,2198733.904,482336.35,1337466.78,4265575.2,740382.45,138908.87,1613163.48,Healthcare,1716397.554,-2928108.42
2411,Dynamic Motors,Operations in healthcare,999016.89,1568010.35,7615164.38,4850030.45,1802524.7,2184247.15,3171221.9,Retail,-568993.4600000001,2765133.9299999997
2412,Quantum Systems,Operations in retail,54844.68,135699.26,3998490.92,307648.91,1947382.4,1535617.6099999999,3303195.1,Finance,-80854.58000000002,3690842.01
2413,Dynamic Motors,Operations in retail,3814050.55,196608.91,3593809.31,4048111.19,1416035.95,43538.14,3160519.29,Finance,3617441.6399999997,-454301.8799999999
2414,Alpha Enterprises,Operations in manufacturing,2170150.72,1253303.7600000002,1966459.67,4484105.71,1282751.08,2506269.63,3406336.64,Manufacturing,916846.96,-2517646.04
2415,Dynamic Corp,Operations in finance,417427.47,2919231.67,5211795.64,3578219.5,1038847.04,23202.44,375176.06,Technology,-2501804.2,1633576.1399999997
2416,Pinnacle Enterprises,Operations in manufacturing,507677.54,566822.83,3303434.27,3898053.34,1118058.12,1651343.58,2763982.49,Finance,-59145.28999999998,-594619.0699999998
2417,Zenith Enterprises,Operations in finance,476366.56,2117118.54,427395.2,4057317.72,1298202.12,202766.19,3074221.54,Manufacturing,-1640751.98,-3629922.52
2418,Green Technologies,Operations in manufacturing,966944.63,1118403.04,4869406.87,1450540.47,661571.91,1734994.1420000002,978989.15,Technology,-151458.41000000003,3418866.4000000004
2419,Dynamic Enterprises,Operations in finance,2510235.93,747851.05,3001778.4,2241919.72,859297.09,202427.59,3941630.2,Finance,1762384.8800000001,759858.6799999997
2420,Zenith Enterprises,Operations in finance,4235532.0,100408.92,5018105.85,323427.18,329969.87,32438.94,687697.86,Healthcare,4135123.08,4694678.67
2421,Alpha Holdings,Operations in retail,2131112.49,2663021.73,3973975.38,480982.83,960142.74,1990566.16,2142269.38,Manufacturing,-531909.2399999998,3492992.55
2422,Dynamic Solutions,Operations in technology,1325344.03,1440585.53,6334793.41,2074048.6079999998,957990.1780000001,198733.84,1660604.27,Finance,-115241.5,4260744.802
2423,Quantum International,Operations in technology,1073213.66,121426.29,2918082.07,3432945.87,962204.15,2505414.47,399076.37,Healthcare,951787.3699999999,-514863.8000000003
2424,Alpha Logistics,Operations in technology,3380380.19,2793537.59,4687219.99,1604828.22,1006194.29,1918940.62,4643334.71,Finance,586842.6000000001,3082391.7700000005
2425,Global International,Operations in technology,1091568.0,1828809.39,5036857.656,1345454.94,766957.43,2457925.77,4491340.14,Retail,-737241.3899999999,3691402.7160000005
2426,Zenith Group,Operations in healthcare,876137.46,1380227.9,674191.6,2998965.59,1720150.73,179336.26,2370617.81,Manufacturing,-504090.43999999994,-2324773.9899999998
2427,Pinnacle Corp,Operations in healthcare,2208659.836,2506262.72,4693391.4,2960975.93,1660582.81,1609317.69,106424.48,Manufacturing,-297602.8840000001,1732415.4700000002
2428,Tech Logistics,Operations in manufacturing,2880115.88,502394.2,8887849.73,1104123.8539999998,1030697.75,1365697.0,815678.46,Technology,2377721.6799999997,7783725.876
2429,Global Group,Operations in healthcare,3595539.93,2091612.5,4115249.2300000004,704053.75,1634826.68,2133211.59,1162319.77,Manufacturing,1503927.4300000002,3411195.4800000004
2430,Dynamic Logistics,Operations in finance,4210554.58,2677934.12,9955213.57,3734232.83,756172.49,141437.94,4850777.3,Manufacturing,1532620.46,6220980.74
2431,Global Group,Operations in manufacturing,2419076.71,113321.98,399410.94,2529994.18,1673092.36,2201738.5,1003517.37,Technology,2305754.73,-2130583.24
2432,Green Logistics,Operations in finance,4076028.15,2302252.45,7853005.7,4064163.05,123902.71,1353865.69,3733103.09,Finance,1773775.6999999997,3788842.6500000004
2433,Innovative Enterprises,Operations in retail,546632.2,1642951.98,6576245.25,2078579.72,1637050.6,1918753.344,3415767.78,Manufacturing,-1096319.78,4497665.53
2434,Pinnacle Holdings,Operations in healthcare,3147748.94,269600.12,7589066.83,4591739.78,1260381.45,1642034.57,1365772.77,Retail,2878148.82,2997327.05
2435,Dynamic Systems,Operations in finance,887513.54,2893184.94,8115671.3,4122943.55,356745.21,1309445.11,302573.7,Technology,-2005671.4,3992727.75
2436,Pinnacle Enterprises,Operations in manufacturing,4739045.11,2064811.38,1363491.48,4002892.61,1634004.99,1597622.01,2238966.56,Manufacturing,2674233.7300000004,-2639401.13
2437,Tech Enterprises,Operations in healthcare,1359815.97,1474582.63,3550769.96,3206457.69,1717067.53,2658903.98,3118626.4960000003,Retail,-114766.65999999992,344312.27
2438,Innovative Motors,Operations in finance,3625510.95,1783186.8,1740134.19,1070748.38,1117944.716,2071338.37,4342486.98,Finance,1842324.1500000001,669385.81
2439,Zenith Technologies,Operations in manufacturing,2999075.13,1682372.62,8237333.66,4777230.99,1367190.07,2962269.34,803117.49,Finance,1316702.5099999998,3460102.67
2440,Global International,Operations in finance,212038.63,1822572.89,4716610.446,2463869.226,638805.992,1114390.81,4404910.77,Finance,-1610534.2599999998,2252741.2200000007
2441,Global Technologies,Operations in retail,2652118.1,2148272.8,5297073.56,3676950.33,1307430.52,2033394.2,2819330.15,Retail,503845.3000000003,1620123.2299999995
2442,Green Systems,Operations in finance,4188878.88,1217131.46,3560115.01,2146316.51,1702883.07,2619359.57,1490382.1060000001,Retail,2971747.42,1413798.5
2443,Green Enterprises,Operations in finance,3861588.48,2935059.73,5134139.912,1235937.72,243170.25,1494690.48,1668843.514,Finance,926528.75,3898202.192
2444,Dynamic Motors,Operations in finance,4392531.17,1203452.63,6337323.7,1013605.64,1451029.22,2880754.64,423422.98,Manufacturing,3189078.54,5323718.0600000005
2445,Dynamic Motors,Operations in manufacturing,4850351.93,163570.43,9190575.95,3802704.074,109916.93,2866001.14,2120987.96,Finance,4686781.5,5387871.875999999
2446,Pinnacle International,Operations in finance,3429032.0,1146323.23,2915331.43,4433887.36,692048.35,2690419.95,1799650.31,Manufacturing,2282708.77,-1518555.9300000002
2447,Global International,Operations in retail,343589.68,2266345.1,9406748.09,3300390.58,1438807.18,919196.86,2832832.68,Finance,-1922755.4200000002,6106357.51
2448,Zenith Motors,Operations in finance,1945503.23,2527134.03,9090446.05,199715.28,1969302.04,384765.37,3154243.94,Healthcare,-581630.7999999998,8890730.770000001
2449,Innovative Technologies,Operations in finance,1774371.69,231166.86,5388148.36,4121051.91,1823837.13,1804763.88,2736730.4860000005,Healthcare,1543204.83,1267096.4500000002
2450,Tech Systems,Operations in finance,4628762.43,1460391.5,2377532.67,392126.34,1519028.6,2621828.07,2059089.832,Healthcare,3168370.9299999997,1985406.3299999998
2451,Dynamic Solutions,Operations in finance,1558357.17,2805051.94,6897468.842,85640.42,694546.93,2231765.95,4398734.46,Retail,-1246694.77,6811828.422
2452,Global Solutions,Operations in technology,2795042.01,1442700.93,1254641.01,1441942.37,1243461.44,310110.09,4898314.7,Technology,1352341.0799999998,-187301.3600000001
